"ServiceName","DisplayName","StartName","StartMode","State","PathName","ExePathRaw","ArgsRaw","ParseMethod","Confidence","IsQuoted","IsMalformed","HasSpaces","FindingCount","FindingsSummary","FindingsJson","RiskScore","RiskLevel"
"WpnService","Windows Push Notifications System Service","LocalSystem","Auto","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"wscsvc","Security Center","NT AUTHORITY\LocalService","Auto","Running","C:\Windows\System32\svchost.exe -k LocalServiceNetworkRestricted -p","C:\Windows\System32\svchost.exe","-k LocalServiceNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"WSearch","Windows Search","LocalSystem","Auto","Running","C:\Windows\system32\SearchIndexer.exe /Embedding","C:\Windows\system32\SearchIndexer.exe","/Embedding","UnquotedExt","High","False","False","False","0","","[]","0","None"
"wuauserv","Windows Update","LocalSystem","Manual","Running","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"WwanSvc","WWAN AutoConfig","localSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalSystemNetworkRestricted -p","C:\Windows\system32\svchost.exe","-k LocalSystemNetworkRestricted -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"XblAuthManager","Xbox Live Auth Manager","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"XblGameSave","Xbox Live Game Save","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"XboxGipSvc","Xbox Accessory Management Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"XboxNetApiSvc","Xbox Live Networking Service","LocalSystem","Manual","Stopped","C:\Windows\system32\svchost.exe -k netsvcs -p","C:\Windows\system32\svchost.exe","-k netsvcs -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"AarSvc_2ef39","Agent Activation Runtime_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k AarSvcGroup -p","C:\Windows\system32\svchost.exe","-k AarSvcGroup -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BcastDVRUserService_2ef39","GameDVR and Broadcast User Service_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k BcastDVRUserService","C:\Windows\system32\svchost.exe","-k BcastDVRUserService","UnquotedExt","High","False","False","False","0","","[]","0","None"
"BluetoothUserService_2ef39","Bluetooth User Support Service_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k BthAppGroup -p","C:\Windows\system32\svchost.exe","-k BthAppGroup -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CaptureService_2ef39","CaptureService_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k LocalService -p","C:\Windows\system32\svchost.exe","-k LocalService -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"cbdhsvc_2ef39","Clipboard User Service_2ef39",,"Manual","Running","C:\Windows\system32\svchost.exe -k ClipboardSvcGroup -p","C:\Windows\system32\svchost.exe","-k ClipboardSvcGroup -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CDPUserSvc_2ef39","Connected Devices Platform User Service_2ef39",,"Auto","Running","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"ConsentUxUserSvc_2ef39","ConsentUX_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","-k DevicesFlow","UnquotedExt","High","False","False","False","0","","[]","0","None"
"CredentialEnrollmentManagerUserSvc_2ef39","CredentialEnrollmentManagerUserSvc_2ef39",,"Manual","Stopped","C:\Windows\system32\CredentialEnrollmentManager.exe","C:\Windows\system32\CredentialEnrollmentManager.exe","","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DeviceAssociationBrokerSvc_2ef39","DeviceAssociationBroker_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k DevicesFlow -p","C:\Windows\system32\svchost.exe","-k DevicesFlow -p","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DevicePickerUserSvc_2ef39","DevicePicker_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","-k DevicesFlow","UnquotedExt","High","False","False","False","0","","[]","0","None"
"DevicesFlowUserSvc_2ef39","DevicesFlow_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k DevicesFlow","C:\Windows\system32\svchost.exe","-k DevicesFlow","UnquotedExt","High","False","False","False","0","","[]","0","None"
"MessagingService_2ef39","MessagingService_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"OneSyncSvc_2ef39","Sync Host_2ef39",,"Auto","Running","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"PimIndexMaintenanceSvc_2ef39","Contact Data_2ef39",,"Manual","Running","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"PrintWorkflowUserSvc_2ef39","PrintWorkflow_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k PrintWorkflow","C:\Windows\system32\svchost.exe","-k PrintWorkflow","UnquotedExt","High","False","False","False","0","","[]","0","None"
"UdkUserSvc_2ef39","Udk User Service_2ef39",,"Manual","Stopped","C:\Windows\system32\svchost.exe -k UdkSvcGroup","C:\Windows\system32\svchost.exe","-k UdkSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"UnistoreSvc_2ef39","User Data Storage_2ef39",,"Manual","Running","C:\Windows\System32\svchost.exe -k UnistackSvcGroup","C:\Windows\System32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"UserDataSvc_2ef39","User Data Access_2ef39",,"Manual","Running","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"WpnUserService_2ef39","Windows Push Notifications User Service_2ef39",,"Auto","Running","C:\Windows\system32\svchost.exe -k UnistackSvcGroup","C:\Windows\system32\svchost.exe","-k UnistackSvcGroup","UnquotedExt","High","False","False","False","0","","[]","0","None"
"SunshineService","Sunshine Service","LocalSystem","Auto","Running","C:\Program Files\Sunshine\tools\sunshinesvc.exe","C:\Program Files\Sunshine\tools\sunshinesvc.exe","","UnquotedExt","Medium","False","False","True","1","UnquotedPathPotential:Medium","{""Rule"":""UnquotedPathPotential"",""Severity"":""Medium"",""Category"":""TrustBoundary"",""Evidence"":""Unquoted executable path contains spaces: C:\\Program Files\\Sunshine\\tools\\sunshinesvc.exe"",""Recommendation"":""Quote the executable path in ImagePath and verify no writable locations exist in the path chain.""}","30","Medium"
